case,bound,m0_setup_ms,m0_pfxt_ms,m0_cold_ms,m0_generated_paths,m0_strips,m0_strip_paths,m0_tiles,m0_tile_paths,m0_individual,m0_total,m0_cold_min_ms,m0_cold_max_ms,m1_setup_ms,m1_pfxt_ms,m1_cold_ms,m1_generated_paths,m1_strips,m1_strip_paths,m1_tiles,m1_tile_paths,m1_individual,m1_total,m1_cold_min_ms,m1_cold_max_ms,m2_setup_ms,m2_pfxt_ms,m2_cold_ms,m2_generated_paths,m2_strips,m2_strip_paths,m2_tiles,m2_tile_paths,m2_individual,m2_total,m2_cold_min_ms,m2_cold_max_ms,m3_setup_ms,m3_pfxt_ms,m3_cold_ms,m3_generated_paths,m3_strips,m3_strip_paths,m3_tiles,m3_tile_paths,m3_individual,m3_total,m3_cold_min_ms,m3_cold_max_ms,204_alone_speedup,24_alone_speedup,24_added_speedup,204_added_speedup,both_speedup,m0_bound_speedup,m1_bound_speedup,m2_bound_speedup,m3_bound_speedup
leon2_base_x16,1,6.511797,11.036559,17.540956,1178994.0,0.0,0.0,0.0,0.0,1435809.0,1435809.0,17.473145,17.720485,6.514576,11.112726,17.622987000000002,1178994.0,0.0,0.0,39.0,614.0,1435195.0,1435809.0,17.606178,17.648224,6.509847,11.270309,17.828352,1178994.0,52560.0,376077.0,0.0,0.0,1059732.0,1435809.0,17.650269,17.831720999999998,6.523268,11.304796,17.832456,1178994.0,52560.0,376077.0,39.0,614.0,1059118.0,1435809.0,17.80668,17.930352,0.9953452272307753,0.9838798336492348,0.988253496882314,0.9997698578367443,0.9836534014159352,0.9096662120354215,0.9203094231414911,0.9109448254106718,0.91882677293582
leon3mp_base,0,0.635557,11.086823,11.726532,3898207.0,0.0,0.0,0.0,0.0,751392.0,751392.0,11.698171,11.728511000000001,0.637859,11.076516,11.714375,3898207.0,0.0,0.0,0.0,0.0,751392.0,751392.0,11.690246,11.792155000000001,0.635553,10.708024,11.343297,3898207.0,34544.0,671465.0,0.0,0.0,79927.0,751392.0,11.259172,11.540970999999999,0.653014,10.530822,11.183836000000001,3898207.0,34544.0,671465.0,0.0,0.0,79927.0,751392.0,11.113576,11.272725,1.0010377847729819,1.0337851508251967,1.0474380167949529,1.0142581668758375,1.048525032019425,1.0232094668496832,1.018130733918043,1.0270919535161382,1.0186887123463804
leon3mp_base,1,0.635492,10.788151,11.460538999999999,1946414.0,0.0,0.0,0.0,0.0,751392.0,751392.0,11.361463,11.509246999999998,0.644281,10.835692,11.505767,1946414.0,0.0,0.0,0.0,0.0,751392.0,751392.0,11.353126999999999,11.510337999999999,0.643424,10.40765,11.044091,1946414.0,34544.0,671465.0,0.0,0.0,79927.0,751392.0,11.041272000000001,11.095297,0.635994,10.335694,10.978659,1946414.0,34544.0,671465.0,0.0,0.0,79927.0,751392.0,10.94143,11.006971,0.9960691016948282,1.037707766080522,1.0480120568459226,1.00595992643546,1.0438924280278674,1.0232094668496832,1.018130733918043,1.0270919535161382,1.0186887123463804
leon3mp_d10,0,3.227613,68.865605,72.09321800000001,18335880.0,0.0,0.0,0.0,0.0,158367092.0,158367092.0,72.03167400000001,72.199885,3.235206,68.871896,72.10710200000001,18335880.0,0.0,0.0,0.0,0.0,158367092.0,158367092.0,72.018614,73.081553,3.223994,31.753859,34.970906,18335880.0,9391941.0,157973388.0,0.0,0.0,393704.0,158367092.0,34.956274,35.054766,3.228907,31.98994,35.207913,18335880.0,9391941.0,157973388.0,0.0,0.0,393704.0,158367092.0,34.918931,35.264590999999996,0.9998074530855504,2.0615198816982323,2.048036814905786,0.9932683598712597,2.047642471736397,1.2044864373596604,1.2062020648814584,1.4760437177880903,1.4825827052055465
leon3mp_d10,1,3.220612,56.6334,59.853906,6503347.0,0.0,0.0,0.0,0.0,158367092.0,158367092.0,59.847363,59.876306,3.246297,56.533987,59.780284,6503347.0,0.0,0.0,0.0,0.0,158367092.0,158367092.0,59.689772,59.849789,3.22408,20.468244,23.692324,6503347.0,9391941.0,157973388.0,0.0,0.0,393704.0,158367092.0,23.658544,23.877646000000002,3.218553,20.529136,23.747689,6503347.0,9391941.0,157973388.0,0.0,0.0,393704.0,158367092.0,23.589905,23.807991,1.0012315431622907,2.5262994883912615,2.517309536940626,0.9976686152492564,2.5204097122882145,1.2044864373596604,1.2062020648814584,1.4760437177880903,1.4825827052055465
leon3mp_d20,0,5.374076,82.961288,88.335364,9073472.0,0.0,0.0,0.0,0.0,270639744.0,270639744.0,88.165268,88.822215,5.387613,82.75027,88.137883,9073472.0,0.0,0.0,0.0,0.0,270639744.0,270639744.0,88.053413,88.65364199999999,5.384958,27.670604,33.058834000000004,9073472.0,10901033.0,268800102.0,0.0,0.0,1839642.0,270639744.0,32.879507,33.253951,5.385153,27.620857,32.989764,9073472.0,10901033.0,268800102.0,0.0,0.0,1839642.0,270639744.0,32.840217,33.075985,1.0022405915966917,2.672065324506,2.6716736439824182,1.002093679724414,2.677659773498228,1.0691701780030596,1.0662053969555416,1.2055653719364168,1.2009852445220173
leon3mp_d20,1,5.376624,77.207286,82.62048999999999,4262236.0,0.0,0.0,0.0,0.0,270639744.0,270639744.0,82.233666,82.71622199999999,5.425149,77.239864,82.665013,4262236.0,0.0,0.0,0.0,0.0,270639744.0,270639744.0,82.53995099999999,82.90740299999999,5.378412,22.043439,27.421851,4262236.0,10901033.0,268800102.0,0.0,0.0,1839642.0,270639744.0,27.419708,27.479695999999997,5.385162,22.083755,27.468917,4262236.0,10901033.0,268800102.0,0.0,0.0,1839642.0,270639744.0,27.40515,27.547844,0.9994614045484997,3.0129435828383717,3.0094019724184977,0.9982865724192912,3.007781122204417,1.0691701780030596,1.0662053969555416,1.2055653719364168,1.2009852445220173
leon3mp_d30,0,7.771747,51.633982,59.404878000000004,3491491.0,0.0,0.0,0.0,0.0,101064092.0,101064092.0,59.278116,59.721451,7.811724,51.664468,59.508741,3491491.0,0.0,0.0,0.0,0.0,101064092.0,101064092.0,59.438210999999995,59.636523,7.810622,24.381919,32.17236,3491491.0,3728942.0,100302593.0,0.0,0.0,761499.0,101064092.0,31.982548,32.343919,7.789508,24.28304,32.071117,3491491.0,3728942.0,100302593.0,0.0,0.0,761499.0,101064092.0,32.046718999999996,32.115579,0.9982546597650251,1.8464569587061692,1.8555244271660385,1.003156827995732,1.852285905726327,1.0627720569217625,1.0672090125636526,1.1115891826293434,1.1078874869071225
leon3mp_d30,1,7.765363,48.14097,55.896161000000006,1950593.0,0.0,0.0,0.0,0.0,101064092.0,101064092.0,55.705459,56.047022999999996,7.77464,47.995773,55.761093,1950593.0,0.0,0.0,0.0,0.0,101064092.0,101064092.0,55.729963,55.909248,7.801805,21.156636,28.942670999999997,1950593.0,3728942.0,100302593.0,0.0,0.0,761499.0,101064092.0,28.566558999999998,29.134942,7.807915,21.169652,28.947991000000002,1950593.0,3728942.0,100302593.0,0.0,0.0,761499.0,101064092.0,28.839605000000002,28.987251,1.0024222624187085,1.931271685325795,1.9262508752334488,0.9998162221343787,1.930916760337531,1.0627720569217625,1.0672090125636526,1.1115891826293434,1.1078874869071225
leon3mp_d40,0,10.330737,75.998835,86.315429,1913577.0,0.0,0.0,0.0,0.0,155480298.0,155480298.0,86.008403,88.87194299999999,10.424762,62.39144,72.870881,1913577.0,0.0,0.0,1319519.0,130953159.0,24527139.0,155480298.0,72.456507,73.047187,10.326609,57.520076,67.863157,1913577.0,477274.0,12569594.0,0.0,0.0,142910704.0,155480298.0,67.753702,68.018792,10.319095,48.302514,58.579874000000004,1913577.0,477274.0,12569594.0,1319231.0,130865751.0,12044953.0,155480298.0,58.561133999999996,59.121133,1.1844982222734484,1.2719041202283,1.2439576261294107,1.158472225460915,1.473465596733786,0.9780149362981355,1.0165554381717379,0.9893480916325222,1.0118521338501196
leon3mp_d40,1,10.372735,77.874876,88.255737,1663113.0,0.0,0.0,0.0,0.0,155480298.0,155480298.0,88.227828,89.53831500000001,10.35137,61.364179,71.684119,1663113.0,0.0,0.0,1319508.0,130948873.0,24531425.0,155480298.0,71.50064,72.05437,10.338861,58.220446,68.593812,1663113.0,477274.0,12569594.0,0.0,0.0,142910704.0,155480298.0,68.442043,68.939746,10.321645,47.572065,57.89371,1663113.0,477274.0,12569594.0,1319220.0,130862723.0,12047981.0,155480298.0,57.712281000000004,58.466770999999994,1.231175582976754,1.2866428388613247,1.2382021984771747,1.1848232217282326,1.524444313553234,0.9780149362981355,1.0165554381717379,0.9893480916325222,1.0118521338501196
leon3mp_d50,0,13.024654,83.057515,96.094493,1078487.0,0.0,0.0,0.0,0.0,190732099.0,190732099.0,96.00343,96.27610800000001,13.028635,72.115026,85.098863,1078487.0,0.0,0.0,1397605.0,181779602.0,8952497.0,190732099.0,84.914919,85.26941599999999,12.987951,87.016618,100.05332299999999,1078487.0,85.0,2283.0,0.0,0.0,190729816.0,190732099.0,99.92391599999999,100.91784799999999,12.984895,71.26859,84.253485,1078487.0,85.0,2283.0,1397606.0,181777938.0,8951878.0,190732099.0,84.0494,84.44759499999999,1.1292100694694358,0.9604327984188992,1.0100337451916677,1.1875274120708479,1.1405402755743577,0.9485438760442502,0.9812966736907767,0.9118035312280742,0.9779947060231209
leon3mp_d50,1,13.021936,88.285442,101.307378,1078031.0,0.0,0.0,0.0,0.0,190732099.0,190732099.0,101.101147,101.821558,12.953374,73.729565,86.720831,1078031.0,0.0,0.0,1397595.0,181778419.0,8953680.0,190732099.0,86.19859699999999,86.77900799999999,12.999619,96.768771,109.73123,1078031.0,85.0,2283.0,0.0,0.0,190729816.0,190732099.0,109.32801799999999,109.981494,12.995843,73.216695,86.149224,1078031.0,85.0,2283.0,1397615.0,181779602.0,8950214.0,190732099.0,85.715428,86.215507,1.1682011903230032,0.9232319550231962,1.006635080079189,1.2737343983504714,1.1759522987694004,0.9485438760442502,0.9812966736907767,0.9118035312280742,0.9779947060231209
leon3mp_base_x8,0,2.734724,8.292747,11.024505000000001,3416102.0,0.0,0.0,0.0,0.0,568538.0,568538.0,10.999203,11.151504,2.734799,8.424431,11.15923,3416102.0,0.0,0.0,16.0,253.0,568285.0,568538.0,11.062807000000001,11.316847000000001,2.739677,8.544869,11.284546,3416102.0,10330.0,48039.0,0.0,0.0,520499.0,568538.0,11.232531000000002,11.489685000000001,2.746592,8.665372,11.430938,3416102.0,10330.0,48039.0,16.0,253.0,520246.0,568538.0,11.365143999999999,11.462002,0.9879270343921579,0.9769560069142348,0.9762304720749952,0.9871933519366478,0.9644444751603064,0.9425114042588555,0.9606239252493491,0.9527502959259315,0.9616078244058078
leon3mp_base_x8,1,2.729252,8.903348,11.696945999999999,2108690.0,0.0,0.0,0.0,0.0,568538.0,568538.0,11.483211999999998,11.714596,2.742739,8.873909,11.616648,2108690.0,0.0,0.0,16.0,253.0,568285.0,568538.0,11.553586,11.888397,2.740259,9.124802,11.844180000000001,2108690.0,10330.0,48039.0,0.0,0.0,520499.0,568538.0,11.723902,11.951806,2.744144,9.142961,11.887318,2108690.0,10330.0,48039.0,16.0,253.0,520246.0,568538.0,11.861278,12.36794,1.006912321006886,0.987569084563051,0.9772303559137561,0.996371090602607,0.9839852858315054,0.9425114042588555,0.9606239252493491,0.9527502959259315,0.9616078244058078
leon3mp_base_x16,0,5.79874,21.059044,26.857784,32215553.0,0.0,0.0,0.0,0.0,4905832.0,4905832.0,26.820614999999997,27.037456,5.79404,21.485498,27.278138,32215553.0,0.0,0.0,16.0,253.0,4905579.0,4905832.0,27.270868,27.286134,5.797428,21.246739,27.050545,32215553.0,134044.0,607407.0,0.0,0.0,4298425.0,4905832.0,26.966578,27.079898,5.804696,21.517819,27.326207999999998,32215553.0,134044.0,607407.0,16.0,253.0,4298172.0,4905832.0,27.247984,27.32967,0.9845900772259456,0.9928740437577135,0.9982408828916182,0.9899121385594373,0.9828580679763544,1.5489184300860535,1.5799680891848609,1.5538537928289913,1.5760570347663676
leon3mp_base_x16,1,5.797042,11.54266,17.339702,3397905.0,0.0,0.0,0.0,0.0,4905832.0,4905832.0,17.156723,17.517223,5.821586,11.447161,17.264993,3397905.0,0.0,0.0,16.0,253.0,4905579.0,4905832.0,17.248779,17.409916,5.802656,11.571527,17.408681,3397905.0,134044.0,607407.0,0.0,0.0,4298425.0,4905832.0,17.208242,17.435925,5.800719,11.555453,17.338337,3397905.0,134044.0,607407.0,16.0,253.0,4298172.0,4905832.0,17.280979,17.493185,1.0043271954990076,0.9960376664952386,0.9957698365189235,1.004057136506229,1.0000787272735556,1.5489184300860535,1.5799680891848609,1.5538537928289913,1.5760570347663676
des_perf_base,0,0.398363,26.467259,26.865622,1045966.0,0.0,0.0,0.0,0.0,109669.0,109669.0,26.77338,27.061287,0.39424,26.359072,26.745388000000002,1045966.0,0.0,0.0,0.0,0.0,109669.0,109669.0,26.671857,26.959361,0.389556,27.342446,27.732001999999998,1045966.0,4029.0,25890.0,0.0,0.0,83779.0,109669.0,27.344128,28.262665,0.38927,27.113949,27.503219,1045966.0,4029.0,25890.0,0.0,0.0,83779.0,109669.0,27.46851,27.916682,1.0044955040472772,0.9687588368124307,0.9724457344429392,1.0083184081107013,0.9768173681778848,0.9393439464679003,0.9515801284488231,0.9601466463595134,0.9476619007149186
des_perf_base,1,0.393842,28.176705,28.600409999999997,1016087.0,0.0,0.0,0.0,0.0,109669.0,109669.0,28.349897,28.923939,0.388472,27.711449,28.106291000000002,1016087.0,0.0,0.0,0.0,0.0,109669.0,109669.0,28.067116,28.183042,0.391701,28.493347,28.88309,1016087.0,4029.0,25890.0,0.0,0.0,83779.0,109669.0,28.813353000000003,29.231603,0.388911,28.633274,29.022185,1016087.0,4029.0,25890.0,0.0,0.0,83779.0,109669.0,28.873478,29.072366000000002,1.017580370174065,0.9902129585165576,0.9684415904591609,0.9952072871150122,0.9854671521113932,0.9393439464679003,0.9515801284488231,0.9601466463595134,0.9476619007149186
des_perf_d10,0,0.593448,39.970533,40.549203000000006,13820327.0,0.0,0.0,0.0,0.0,51662868.0,51662868.0,40.255543,40.862598,0.608519,39.635782,40.230162,13820327.0,0.0,0.0,22.0,345.0,51662523.0,51662868.0,40.217582,41.400528,0.586429,26.554573,27.141002,13820327.0,3082900.0,51625075.0,0.0,0.0,37793.0,51662868.0,27.126687,27.435239,0.588261,27.082077,27.669572000000002,13820327.0,3082900.0,51625075.0,22.0,345.0,37448.0,51662868.0,27.61373,27.704267,1.0079303931214596,1.4940201176065646,1.4539495587427227,0.9808970662791603,1.4654799503223253,1.5016278447195193,1.4880766810260742,1.872373806388519,1.845578147803281
des_perf_d10,1,0.58597,26.417527,27.003497,3780932.0,0.0,0.0,0.0,0.0,51662868.0,51662868.0,26.998575,27.095994,0.58525,26.447224,27.035006,3780932.0,0.0,0.0,22.0,345.0,51662523.0,51662868.0,26.988296,27.037402,0.58272,13.906163,14.495503999999999,3780932.0,3082900.0,51625075.0,0.0,0.0,37793.0,51662868.0,14.456287,14.61181,0.600655,14.369516,14.992360000000001,3780932.0,3082900.0,51625075.0,22.0,345.0,37448.0,51662868.0,14.626682,15.587851,0.9988345110779705,1.8628877616121524,1.8032521897819953,0.9668593870478028,1.8011505193311792,1.5016278447195193,1.4880766810260742,1.872373806388519,1.845578147803281
des_perf_d20,0,0.807279,19.556128,20.363407000000002,1222410.0,0.0,0.0,0.0,0.0,26893042.0,26893042.0,20.31296,20.508373,0.807162,19.449561,20.255118,1222410.0,0.0,0.0,22.0,349.0,26892693.0,26893042.0,20.251792,20.401525000000003,0.816236,11.133276,11.949512,1222410.0,1168599.0,26736993.0,0.0,0.0,156049.0,26893042.0,11.737897,12.414487,0.808892,11.090696,11.940669,1222410.0,1168599.0,26736993.0,22.0,349.0,155700.0,26893042.0,11.86394,11.974288,1.0053462537221458,1.704120385836677,1.6963134980125485,1.000740578270782,1.7053824203652244,0.9061108105585008,0.9006596231685213,0.921916501197113,0.8997318587599586
des_perf_d20,1,0.804894,21.668975,22.473418,1193177.0,0.0,0.0,0.0,0.0,26893042.0,26893042.0,22.438763,23.155285,0.828688,21.652654,22.489203999999997,1193177.0,0.0,0.0,22.0,349.0,26892693.0,26893042.0,22.420324,22.584716,0.807389,12.15421,12.961599000000001,1193177.0,1168599.0,26736993.0,0.0,0.0,156049.0,26893042.0,12.914877,12.99269,0.806742,12.467775,13.271364,1193177.0,1168599.0,26736993.0,22.0,349.0,155700.0,26893042.0,13.183375,13.432623,0.9992980631951225,1.7338461095733633,1.694566135025759,0.9766591437021848,1.6933766566872854,0.9061108105585008,0.9006596231685213,0.921916501197113,0.8997318587599586
des_perf_d30,0,1.144036,47.425884,48.564176,1034196.0,0.0,0.0,0.0,0.0,243025390.0,243025390.0,48.542758000000006,48.812853000000004,1.119511,47.416597,48.524907000000006,1034196.0,0.0,0.0,28.0,443.0,243024947.0,243025390.0,48.472370000000005,48.77563,1.124817,12.940332,14.065149,1034196.0,9468632.0,242565066.0,0.0,0.0,460324.0,243025390.0,13.964618,14.173496,1.131327,13.145725,14.262484,1034196.0,9468632.0,242565066.0,28.0,443.0,459881.0,243025390.0,14.181353999999999,14.31802,1.0008092545133573,3.452802099714692,3.4022759990475717,0.9861640510867531,3.4050293062554884,0.833182474964685,0.8342071881686727,0.9388309865811002,0.942796871781597
des_perf_d30,1,1.127584,57.158368,58.287563000000006,1032704.0,0.0,0.0,0.0,0.0,243025390.0,243025390.0,58.167206,58.539063999999996,1.122202,57.045165,58.168890999999995,1032704.0,0.0,0.0,28.0,443.0,243024947.0,243025390.0,58.080942,58.376616,1.119308,13.852986,14.981556,1032704.0,9468632.0,242565066.0,0.0,0.0,460324.0,243025390.0,14.788097,15.109062,1.141473,13.954919,15.127844,1032704.0,9468632.0,242565066.0,28.0,443.0,459881.0,243025390.0,14.944457,16.046525,1.0020401282878164,3.8906214414577502,3.845154074830491,0.9903298844171053,3.8529986824295657,0.833182474964685,0.8342071881686727,0.9388309865811002,0.942796871781597
des_perf_d40,0,1.599843,94.493688,96.09807500000001,1092966.0,0.0,0.0,0.0,0.0,329855851.0,329855851.0,95.880767,96.105783,1.622592,70.200383,71.838888,1092966.0,0.0,0.0,1258393.0,316476030.0,13379821.0,329855851.0,71.612157,72.902789,1.60439,95.905492,97.49904099999999,1092966.0,120.0,3313.0,0.0,0.0,329852538.0,329855851.0,96.940006,97.95864,1.624784,70.151557,71.802359,1092966.0,120.0,3313.0,1258357.0,316473698.0,13378840.0,329855851.0,71.637146,72.06563100000001,1.33768878772177,0.9856309766164779,1.0005087437308293,1.35788074873696,1.338369328506324,0.9343887561358291,0.9888026279213006,0.9593109993368881,0.9986496141674294
des_perf_d40,1,1.596948,101.281385,102.845924,1088998.0,0.0,0.0,0.0,0.0,329855851.0,329855851.0,102.813418,103.030838,1.610179,71.049765,72.65240399999999,1088998.0,0.0,0.0,1258400.0,316477819.0,13378032.0,329855851.0,72.602726,73.053858,1.61902,100.00342,101.634445,1088998.0,120.0,3313.0,0.0,0.0,329852538.0,329855851.0,101.29748900000001,102.120973,1.601674,70.277342,71.899451,1088998.0,120.0,3313.0,1258390.0,316490063.0,13362475.0,329855851.0,71.781915,72.439392,1.415588725735765,1.011919964732429,1.010472305275321,1.4135635750542797,1.4304132030159729,0.9343887561358291,0.9888026279213006,0.9593109993368881,0.9986496141674294
des_perf_d50,0,2.277197,72.074656,74.362812,2995248.0,0.0,0.0,0.0,0.0,72163268.0,72163268.0,74.318786,74.48581,2.287455,66.981759,69.292784,2995248.0,0.0,0.0,492085.0,69832251.0,2331017.0,72163268.0,69.185854,69.599424,2.306713,69.649114,71.923514,2995248.0,163.0,4672.0,0.0,0.0,72158596.0,72163268.0,71.905928,71.963834,2.296719,66.764956,69.082383,2995248.0,163.0,4672.0,492094.0,69832465.0,2326131.0,72163268.0,68.845736,69.14331299999999,1.0731681959841592,1.03391516715938,1.0030456534772405,1.041126708092858,1.0764366944319221,1.0628802081108215,1.0554202050153247,1.0646142660370967,1.0706345865313265
des_perf_d50,1,2.306306,67.668422,69.963493,2107297.0,0.0,0.0,0.0,0.0,72163268.0,72163268.0,69.660229,70.076392,2.320291,63.333923,65.654214,2107297.0,0.0,0.0,492095.0,69832266.0,2331002.0,72163268.0,65.165005,65.664103,2.293358,65.259256,67.558285,2107297.0,163.0,4672.0,0.0,0.0,72158596.0,72163268.0,67.344183,67.86856599999999,2.294413,62.237991,64.524707,2107297.0,163.0,4672.0,492096.0,69832011.0,2326585.0,72163268.0,64.410324,64.578566,1.0656359849194144,1.0356019694697698,1.017505031057328,1.0470142080614173,1.084289975931235,1.0628802081108215,1.0554202050153247,1.0646142660370967,1.0706345865313265
des_perf_base_x8,0,0.582382,7.06651,7.65322,7159537.0,0.0,0.0,0.0,0.0,702043.0,702043.0,7.480012,7.710984000000001,0.580268,6.99225,7.5756190000000005,7159537.0,0.0,0.0,15.0,234.0,701809.0,702043.0,7.478847,7.63819,0.580522,6.949525,7.532711000000001,7159537.0,5349.0,21396.0,0.0,0.0,680647.0,702043.0,7.51773,7.6525110000000005,0.585713,6.958924,7.539839,7159537.0,5349.0,21396.0,15.0,234.0,680413.0,702043.0,7.464493,7.643965,1.0102435193744563,1.0159980915237554,1.004745459418961,0.9990546217233552,1.0150375889989163,0.9426024217769018,0.9443433902984529,0.9331357151979859,0.9350314147501008
des_perf_base_x8,1,0.586254,7.531779,8.119245,2893668.0,0.0,0.0,0.0,0.0,702043.0,702043.0,7.989317000000001,8.127672,0.583086,7.439016,8.022102,2893668.0,0.0,0.0,15.0,234.0,701809.0,702043.0,7.941136,8.259054,0.595933,7.46168,8.072471,2893668.0,5349.0,21396.0,0.0,0.0,680647.0,702043.0,8.031551,8.18685,0.581555,7.478488,8.063728,2893668.0,5349.0,21396.0,15.0,234.0,680413.0,702043.0,8.019296,8.199788,1.0121094197007217,1.0057942605182477,0.9948378715155076,1.0010842379604075,1.0068847808358616,0.9426024217769018,0.9443433902984529,0.9331357151979859,0.9350314147501008
des_perf_base_x16,0,0.868813,50.722789,51.591602,175649447.0,0.0,0.0,0.0,0.0,290194.0,290194.0,51.403135000000006,51.620845,0.905815,50.795127,51.700942,175649447.0,0.0,0.0,15.0,234.0,289960.0,290194.0,51.611029,51.989467,0.869911,50.684863,51.547442,175649447.0,3044.0,12176.0,0.0,0.0,278018.0,290194.0,51.416067999999996,51.774893,0.875302,50.581155,51.451873,175649447.0,3044.0,12176.0,15.0,234.0,277784.0,290194.0,51.329527999999996,51.655526,0.997885144916702,1.0008566865451831,1.004840815027278,1.0018574445287929,1.0027157223217122,5.334384047181829,5.438516534366906,5.378295190929042,5.3458257633862605
des_perf_base_x16,1,0.870369,8.793301,9.67152,5503945.0,0.0,0.0,0.0,0.0,290194.0,290194.0,9.498838000000001,9.809096,0.877347,8.633687,9.506442,5503945.0,0.0,0.0,15.0,234.0,289960.0,290194.0,9.492838,9.521355,0.871923,8.715385,9.584346,5503945.0,3044.0,12176.0,0.0,0.0,278018.0,290194.0,9.569512000000001,9.595262,0.866197,8.759794,9.624682,5503945.0,3044.0,12176.0,15.0,234.0,277784.0,290194.0,9.608460999999998,9.680856,1.0173648563784432,1.0090954562783938,0.9877149187890052,0.9958091082905388,1.004866446496622,5.334384047181829,5.438516534366906,5.378295190929042,5.3458257633862605
vga_lcd_base,0,0.412133,7.532356,7.946478,1058527.0,0.0,0.0,0.0,0.0,27434.0,27434.0,7.906858,7.989221,0.414063,7.580738,7.993619,1058527.0,0.0,0.0,21.0,328.0,27106.0,27434.0,7.954288999999999,8.110095,0.413842,7.73295,8.15151,1058527.0,1934.0,20851.0,0.0,0.0,6583.0,27434.0,8.087248,8.235909,0.414215,7.971651,8.394979000000001,1058527.0,1934.0,20851.0,21.0,328.0,6255.0,27434.0,8.385866,8.405298,0.9941026711430705,0.9748473595689633,0.952190470041676,0.9709982597931452,0.9465750897054059,0.8698795979966168,0.8772539829492504,0.8714857565735806,0.896901669737009
vga_lcd_base,1,0.436072,8.699075,9.135147,1057393.0,0.0,0.0,0.0,0.0,27434.0,27434.0,9.114872,9.227991,0.448277,8.693748,9.112091999999999,1057393.0,0.0,0.0,21.0,328.0,27106.0,27434.0,9.096332,9.284735,0.420045,8.933533,9.353578,1057393.0,1934.0,20851.0,0.0,0.0,6583.0,27434.0,9.264052000000001,9.405619999999999,0.416958,8.937279,9.359977,1057393.0,1934.0,20851.0,21.0,328.0,6255.0,27434.0,9.326637999999999,9.431073000000001,1.0025301544365444,0.9766473321759865,0.9735164947520702,0.9993163444739234,0.9759796418303164,0.8698795979966168,0.8772539829492504,0.8714857565735806,0.896901669737009
vga_lcd_d10,0,0.61581,30.300086,30.915896,3128204.0,0.0,0.0,0.0,0.0,53265642.0,53265642.0,30.860854,31.186212,0.619951,30.381878,30.994774,3128204.0,0.0,0.0,0.0,0.0,53265642.0,53265642.0,30.950769,31.131641,0.615965,16.142819,16.758784,3128204.0,3089411.0,52957717.0,0.0,0.0,307925.0,53265642.0,16.713397,16.865641,0.618198,16.066119,16.684317,3128204.0,3089411.0,52957717.0,0.0,0.0,307925.0,53265642.0,16.668100000000003,16.884886,0.9974551193694783,1.844757710344617,1.8577190783416546,1.0044632932831472,1.8529914050422323,1.0466973280452077,1.0573026751641286,1.0913119276545744,1.0780856060213466
vga_lcd_d10,1,0.628806,28.887156,29.536615,1974273.0,0.0,0.0,0.0,0.0,53265642.0,53265642.0,29.330074,29.809818,0.615283,28.699666,29.314949000000002,1974273.0,0.0,0.0,0.0,0.0,53265642.0,53265642.0,29.29769,29.33226,0.619538,14.747769,15.356548,1974273.0,3089411.0,52957717.0,0.0,0.0,307925.0,53265642.0,15.33475,15.413798,0.612762,14.863952,15.475874,1974273.0,3089411.0,52957717.0,0.0,0.0,307925.0,53265642.0,15.435787,15.591384,1.0075615345604045,1.9233889673642801,1.8942354402730341,0.9922895469425508,1.908558767020202,1.0466973280452077,1.0573026751641286,1.0913119276545744,1.0780856060213466
vga_lcd_d20,0,0.932271,62.445329,63.37394,9462409.0,0.0,0.0,0.0,0.0,133003597.0,133003597.0,63.164868999999996,63.458742,0.936653,62.157692,63.094345,9462409.0,0.0,0.0,5.0,78.0,133003519.0,133003597.0,62.880176000000006,64.260904,0.937944,34.115242,35.053186000000004,9462409.0,5908819.0,132322277.0,0.0,0.0,681320.0,133003597.0,34.509006,35.075,0.95173,34.202409,35.143789000000005,9462409.0,5908819.0,132322277.0,5.0,78.0,681242.0,133003597.0,35.009946,35.273011,1.0044313797060576,1.807936659452296,1.7953199354799219,0.9974219342143216,1.8032756798078884,1.2358552899332826,1.2317475404179714,1.4899808849214464,1.4993007288358593
vga_lcd_d20,1,0.934154,50.3052,51.279418,3998621.0,0.0,0.0,0.0,0.0,133003597.0,133003597.0,51.238542,51.55848,0.939781,50.290852,51.223439,3998621.0,0.0,0.0,5.0,78.0,133003519.0,133003597.0,51.185378,51.280502,0.974897,22.534378,23.52593,3998621.0,5908819.0,132322277.0,0.0,0.0,681320.0,133003597.0,23.487119,23.739294,0.953658,22.462453,23.44012,3998621.0,5908819.0,132322277.0,5.0,78.0,681242.0,133003597.0,23.296816,23.521953,1.0010928395494882,2.1796978057828107,2.185289111147895,1.0036608174360881,2.1876772815156236,1.2358552899332826,1.2317475404179714,1.4899808849214464,1.4993007288358593
